4-Q-R3-1	|	Q	|	R3-1	|	63.07024	|	15.00000	|	4.37273	|	85.42113	|	4.372733	|	4.372733	|	4
4-Q-R3-2	|	Q	|	R3-2	|	70.75243	|	20.00000	|	4.37273	|	93.10332	|	4.372733	|	4.372733	|	4
4-Q-R3-3	|	Q	|	R3-3	|	91.83448	|	30.00000	|	4.67442	|	108.46769	|	4.674415	|	4.674415	|	4
4-Q-R3-4	|	Q	|	R3-4	|	137.92761	|	60.00000	|	5.90117	|	154.56083	|	5.901167	|	5.901167	|	4
4-S-R1	|	S	|	R1	|	39.49882	|	4.00000	|	1.43514	|	68.52031	|	1.435136	|	1.435136	|	4
4-S-R2-1	|	S	|	R2-1	|	41.03525	|	5.00000	|	1.43514	|	70.05675	|	1.435136	|	1.435136	|	4
4-S-R2-2	|	S	|	R2-2	|	46.19875	|	6.50000	|	1.62949	|	72.36141	|	1.62949	|	1.62949	|	4
4-S-R2-3	|	S	|	R2-3	|	51.17751	|	8.50000	|	1.80734	|	75.43428	|	1.807343	|	1.807343	|	4
4-S-R3-1	|	S	|	R3-1	|	63.07024	|	15.00000	|	2.27518	|	85.42113	|	2.275179	|	2.275179	|	4
4-S-R3-2	|	S	|	R3-2	|	70.75243	|	20.00000	|	2.27518	|	93.10332	|	2.275179	|	2.275179	|	4
4-S-R3-3	|	S	|	R3-3	|	91.83448	|	30.00000	|	2.57686	|	108.46769	|	2.576861	|	2.576861	|	4
4-S-R3-4	|	S	|	R3-4	|	137.92761	|	60.00000	|	2.57686	|	154.56083	|	2.576861	|	2.576861	|	4
4-S-P1	|	S	|	P1	|	85.38809	|	25.00000	|	1.86241	|	106.15981	|	1.84300	|	1.82116	|	4
4-S-P2	|	S	|	P2	|	85.38809	|	60.00000	|	1.86241	|	106.15981	|	1.84300	|	1.82116	|	4
4-S-P3-1	|	S	|	P3-1	|	274.02885	|	150.00000	|	2.44763	|	292.84022	|	2.42821	|	2.40638	|	4
4-S-P3-2	|	S	|	P3-2	|	274.02885	|	150.00000	|	2.44763	|	292.84022	|	2.42821	|	2.40638	|	4
12-A-R1	|	A	|	R1	|	7.51404	|	4.00000	|	0.47456	|	11.71019	|	0.47456	|	0.47456	|	12
12-A-R2-1	|	A	|	R2-1	|	7.51404	|	5.00000	|	0.47456	|	11.71019	|	0.47456	|	0.47456	|	12
12-A-R2-2	|	A	|	R2-2	|	7.51404	|	6.50000	|	0.47456	|	11.71019	|	0.47456	|	0.47456	|	12
12-A-R2-3	|	A	|	R2-3	|	7.51404	|	8.50000	|	0.48227	|	11.71019	|	0.482272	|	0.482272	|	12
12-A-R3-1	|	A	|	R3-1	|	7.51404	|	15.00000	|	0.52289	|	11.71019	|	0.522887	|	0.522887	|	12
12-A-R3-2	|	A	|	R3-2	|	7.51404	|	20.00000	|	0.52289	|	11.71019	|	0.522887	|	0.522887	|	12
12-A-R3-3	|	A	|	R3-3	|	7.51404	|	30.00000	|	0.57285	|	11.71019	|	0.57285	|	0.57285	|	12
12-A-R3-4	|	A	|	R3-4	|	7.51404	|	60.00000	|	0.57285	|	11.71019	|	0.57285	|	0.57285	|	12
12-A-P1	|	A	|	P1	|	10.73434	|	25.00000	|	0.47385	|	11.71019	|	0.46604	|	0.45726	|	12
12-A-P2	|	A	|	P2	|	10.73434	|	60.00000	|	0.47385	|	11.71019	|	0.46604	|	0.45726	|	12
12-A-P3-1	|	A	|	P3-1	|	10.73434	|	150.00000	|	0.54618	|	11.71019	|	0.53837	|	0.52959	|	12
12-A-P3-2	|	A	|	P3-2	|	10.73434	|	150.00000	|	0.54618	|	11.71019	|	0.53837	|	0.52959	|	12
12-B-R1	|	B	|	R1	|	10.33181	|	4.00000	|	0.74461	|	18.15080	|	0.744607	|	0.744607	|	12
12-B-R2-1	|	B	|	R2-1	|	10.33181	|	5.00000	|	0.74461	|	18.15080	|	0.744607	|	0.744607	|	12
12-B-R2-2	|	B	|	R2-2	|	10.89536	|	6.50000	|	0.86296	|	18.15080	|	0.862957	|	0.862957	|	12
12-B-R2-3	|	B	|	R2-3	|	11.27106	|	8.50000	|	0.95968	|	18.15080	|	0.959675	|	0.959675	|	12
12-B-R3-1	|	B	|	R3-1	|	11.64676	|	15.00000	|	1.24179	|	18.15080	|	1.241786	|	1.241786	|	12
12-B-R3-2	|	B	|	R3-2	|	11.64676	|	20.00000	|	1.30984	|	18.15080	|	1.30984	|	1.30984	|	12
12-B-R3-3	|	B	|	R3-3	|	12.77387	|	30.00000	|	1.70266	|	18.15080	|	1.702663	|	1.702663	|	12
